Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
VEH ,5YJSA1S14EFP46493,PAS,AIRMONT        ,NY,10952,ROCKLAND    ,2014,TESLA,4DSD,ELECTRIC,4464,,,08/03/2018,08/20/2020,GY   ,N,N,N
VEH ,5YJSA1S14EFP42508,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2014,TESLA,4DSD,ELECTRIC,4594,,,05/07/2018,06/20/2020,BK   ,N,N,N
VEH ,5YJSA1S14EFP32366,PAS,NORTHPORT      ,NY,11768,SUFFOLK     ,2014,TESLA,4DSD,ELECTRIC,4594,,,04/24/2017,05/26/2019,WH   ,N,N,N
VEH ,5YJSA1S13EFP55668,PAS,MOUNT SINAI    ,NY,11766,SUFFOLK     ,2014,TESLA,4DSD,ELECTRIC,4594,,,11/13/2017,11/12/2019,WH   ,N,N,N
VEH ,5YJSA1S13EFP53726,PAS,NISKAYUNA      ,NY,12309,SCHENECTADY ,2014,TESLA,4DSD,ELECTRIC,4930,,,05/28/2018,05/27/2020,GY   ,N,N,N
VEH ,5YJSA1S13EFP51233,PAS,HICKSVILLE     ,NY,11801,NASSAU      ,2014,TESLA,4DSD,ELECTRIC,4594,,,10/17/2017,10/16/2019,BL   ,N,N,N
VEH ,5YJSA1S13EFP44928,PAS,BROOKLYN       ,NY,11215,KINGS       ,2014,TESLA,4DSD,ELECTRIC,4594,,,08/06/2018,09/29/2020,BL   ,N,N,N
VEH ,5YJSA1S13EFP37915,PAS,RYE            ,NY,10580,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4594,,,06/13/2018,07/06/2020,GY   ,N,N,N
VEH ,5YJSA1S13EFP30401,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2014,TESLA,4DSD,ELECTRIC,4594,,,01/13/2018,02/17/2020,BL   ,N,N,N
VEH ,5YJSA1S12FFP77288,PAS,NEW YORK       ,NY,10019,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4464,,,05/08/2017,06/30/2019,WH   ,N,N,N
VEH ,5YJSA1S12EFP41440,PAS,NEW YORK       ,NY,10165,NEW YORK    ,2014,TESLA,4DSD,ELECTRIC,4594,,,05/25/2018,05/23/2020,GR   ,N,N,N
VEH ,5YJSA1S12EFP34780,PAS,SETAUKET       ,NY,11733,SUFFOLK     ,2014,TESLA,4DSD,ELECTRIC,4594,,,03/24/2018,03/27/2020,RD   ,N,N,N
VEH ,5YJSA1S11FFP77072,PAS,ROOSEVELT      ,NY,11575,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4464,,,10/04/2017,09/29/2019,WH   ,N,N,N
VEH ,5YJSA1S11EFP41848,PAS,STATEN ISLAND  ,NY,10304,RICHMOND    ,2014,TESLA,4DSD,ELECTRIC,4464,,,05/28/2018,06/18/2020,BL   ,N,N,N
VEH ,5YJSA1S11EFP33331,PAS,IRVINGTON      ,NY,10533,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4464,,,03/22/2017,05/10/2019,BK   ,N,N,N
VEH ,5YJSA1S11EFP30588,PAS,CHAPPAQUA      ,NY,10514,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4594,,,02/17/2017,02/16/2019,WH   ,N,N,N
VEH ,5YJSA1S10EFP40187,PAS,BROOKVILLE     ,NY,11545,NASSAU      ,2014,TESLA,4DSD,ELECTRIC,4594,,,08/23/2018,09/28/2020,BL   ,N,N,N
VEH ,5YJSA1S10EFP37077,PAS,CROTON ON HDSN ,NY,10520,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4594,,,12/27/2017,03/22/2020,BL   ,N,N,N
VEH ,5YJSA1S10EFP30484,PAS,LARCHMONT      ,NY,10538,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4594,,,03/09/2017,03/08/2019,BK   ,N,N,N
VEH ,5YJSA1S10EFP28783,PAS,GREAT NECK     ,NY,11023,NASSAU      ,2014,TESLA,4DSD,ELECTRIC,4594,,,08/09/2018,09/26/2020,RD   ,N,N,N
VEH ,5YJSA1S1XFFP75255,PAS,ROCHESTER      ,NY,14606,MONROE      ,2015,TESLA,4DSD,ELECTRIC,4464,,,03/06/2017,03/31/2019,RD   ,N,N,N
VEH ,5YJSA1S1XEFP66490,PAS,NEW YORK       ,NY,10025,NEW YORK    ,2014,TESLA,4DSD,ELECTRIC,4464,,,06/20/2017,08/05/2019,GY   ,N,N,N
VEH ,5YJSA1S1XEFP36230,PAS,N MASSAPEQUA   ,NY,11758,NASSAU      ,2014,TESLA,4DSD,ELECTRIC,4647,,,05/30/2017,05/29/2019,GY   ,N,N,N
VEH ,5YJSA1H49FF098040,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/06/2018,03/30/2020,WH   ,N,N,N
VEH ,5YJSA1H49FF096448,PAS,RYE            ,NY,10580,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,11/09/2017,12/18/2019,GY   ,N,N,N
VEH ,5YJSA1H49FF094599,PAS,SARATOGA SPGS  ,NY,12866,SARATOGA    ,2015,TESLA,4DSD,ELECTRIC,4464,,,04/13/2018,04/13/2020,BK   ,N,N,N
VEH ,5YJSA1H48FF089202,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,05/24/2017,06/18/2019,BK   ,N,N,N
VEH ,5YJSA1H48FF084999,PAS,MAMARONECK     ,NY,10543,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,06/08/2017,06/26/2019,GY   ,N,N,N
VEH ,5YJSA1H48FF083903,PAS,BROOKLYN       ,NY,11231,KINGS       ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/27/2017,05/17/2019,BK   ,N,N,N
VEH ,5YJSA1H47FF086324,PAS,IRVINGTON      ,NY,10533,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,03/27/2017,02/14/2019,GY   ,N,N,N
VEH ,5YJSA1H47FF085075,PAS,ROCHESTER      ,NY,14624,MONROE      ,2015,TESLA,4DSD,ELECTRIC,4740,,,05/04/2017,06/12/2019,GY   ,N,N,N
VEH ,5YJSA1H47FF084816,PAS,NEW YORK       ,NY,10023,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/27/2018,06/05/2020,BL   ,N,N,N
VEH ,5YJSA1H47FF083861,PAS,CORTLANDT MNR  ,NY,10567,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/13/2017,05/18/2019,BL   ,N,N,N
VEH ,5YJSA1H46FF084886,PAS,BROOKLYN       ,NY,11201,KINGS       ,2015,TESLA,4DSD,ELECTRIC,4740,,,09/06/2017,06/08/2019,WH   ,N,N,N
VEH ,5YJSA1H46FF082247,PAS,SAYVILLE       ,NY,11782,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4740,,,06/18/2018,03/25/2020,WH   ,N,N,N
VEH ,5YJSA1H45FF088265,PAS,NEW YORK       ,NY,10011,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,09/22/2017,09/11/2019,BL   ,N,N,N
VEH ,5YJSA1H44FF088239,PAS,GREAT NECK     ,NY,11021,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4097,,,08/25/2018,08/24/2020,WH   ,N,N,N
VEH ,5YJSA1H44FF082019,PAS,PALISADES      ,NY,10964,ROCKLAND    ,2015,TESLA,4DSD,ELECTRIC,4740,,,05/07/2018,07/21/2020,BL   ,N,N,N
VEH ,5YJSA1H43FF097255,PAS,PORT CHESTER   ,NY,10573,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4806,,,07/31/2017,09/17/2019,GY   ,N,N,N
VEH ,5YJSA1H43FF094419,PAS,SPRINGFLD GRDN ,NY,11413,QUEENS      ,2015,TESLA,4DSD,ELECTRIC,4740,,,07/06/2017,08/16/2019,WH   ,N,N,N
VEH ,5YJSA1H43FF094355,PAS,BRONXVILLE     ,NY,10708,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,01/12/2017,03/31/2019,WH   ,N,N,N
VEH ,5YJSA1H42FF096730,PAS,KATONAH        ,NY,10536,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/09/2018,09/30/2019,BK   ,N,N,N
VEH ,5YJSA1H42FF094380,PAS,WEBSTER        ,NY,14580,MONROE      ,2015,TESLA,4DSD,ELECTRIC,4850,,,09/10/2017,11/18/2019,RD   ,N,N,N
VEH ,5YJSA1H42FF089812,PAS,QUEENSBURY     ,NY,12804,WARREN      ,2015,TESLA,4DSD,ELECTRIC,4740,,,03/30/2017,06/23/2019,BL   ,N,N,N
VEH ,5YJSA1H42FF087638,PAS,NEW YORK       ,NY,10003,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/18/2017,06/11/2019,RD   ,N,N,N
VEH ,5YJSA1H42FF084139,PAS,STONY BROOK    ,NY,11790,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4740,,,11/08/2017,11/07/2019,GY   ,N,N,N
VEH ,5YJSA1H41FF090319,PAS,EDMESTON       ,NY,13335,ERIE        ,2015,TESLA,4DSD,ELECTRIC,4740,,,07/03/2017,07/22/2019,BL   ,N,N,N
VEH ,5YJSA1H41FF089610,PAS,SAG HARBOR     ,NY,11963,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4647,,,04/17/2017,04/16/2019,BK   ,N,N,N
VEH ,5YJSA1H40FF095379,PAS,POUND RIDGE    ,NY,10576,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,08/09/2017,09/24/2019,GY   ,N,N,N
VEH ,5YJSA1H40FF093969,PAS,TUXEDO PARK    ,NY,10987,ORANGE      ,2015,TESLA,4DSD,ELECTRIC,4740,,,06/07/2017,07/31/2019,RD   ,N,N,N
VEH ,5YJSA1H40FF093289,PAS,BRONXVILLE     ,NY,10708,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,06/21/2017,08/07/2019,BL   ,N,N,N
VEH ,5YJSA1H40FF084236,PAS,NEW YORK       ,NY,10025,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/20/2017,05/18/2019,GY   ,N,N,N
VEH ,5YJSA1H40FF081952,PAS,HAUPPAUGE      ,NY,11788,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4740,,,05/15/2017,05/31/2019,BK   ,N,N,N
VEH ,5YJSA1H4XFF093378,PAS,SYOSSET        ,NY,11791,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4740,,,05/22/2017,07/07/2019,RD   ,N,N,N
VEH ,5YJSA1H4XFF091873,PAS,NEW YORK       ,NY,10028,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/07/2017,06/26/2019,GY   ,N,N,N
VEH ,5YJSA1H4XFF090741,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4850,,,10/18/2017,11/24/2019,GY   ,N,N,N
VEH ,5YJSA1H4XFF082526,PAS,GOSHEN         ,NY,10924,ORANGE      ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/28/2017,03/25/2019,BL   ,N,N,N
VEH ,5YJSA1H29FF097324,PAS,NEW YORK       ,NY,10022,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4528,,,08/04/2017,09/03/2019,RD   ,N,N,N
VEH ,5YJSA1H29FF096738,PAS,BROOKLYN       ,NY,11230,KINGS       ,2015,TESLA,4DSD,ELECTRIC,4528,,,05/11/2017,07/14/2019,GY   ,N,N,N
VEH ,5YJSA1H29FF088803,PAS,YORKTOWN HEIGH ,NY,10598,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,03/30/2017,06/26/2019,GY   ,N,N,N
VEH ,5YJSA1H29FF083925,PAS,YORKTOWN HEIGH ,NY,10598,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,03/22/2017,06/12/2019,BL   ,N,N,N
VEH ,5YJSA1H29FFP78471,PAS,LONG ISLAND CI ,NY,11101,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4528,,,06/12/2017,05/18/2019,GY   ,N,N,N
VEH ,5YJSA1H29FFP78244,PAS,NEW YORK       ,NY,10021,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4850,,,02/06/2017,03/27/2019,GY   ,N,N,N
VEH ,5YJSA1H29FFP77756,PAS,PEEKSKILL      ,NY,10566,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,05/26/2017,05/31/2019,BL   ,N,N,N
VEH ,5YJSA1H29FFP77465,PAS,SMITHTOWN      ,NY,11787,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4528,,,03/07/2017,04/08/2019,RD   ,N,N,N
VEH ,5YJSA1H29FFP76283,PAS,NEW ROCHELLE   ,NY,10801,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,05/04/2017,05/04/2019,BL   ,N,N,N
VEH ,5YJSA1H29FFP74890,PAS,NYACK          ,NY,10960,ROCKLAND    ,2015,TESLA,4DSD,ELECTRIC,4528,,,02/21/2017,04/01/2019,GY   ,N,N,N
VEH ,5YJSA1H29FFP74694,PAS,ROCKVILLE CTRE ,NY,11570,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/03/2018,05/30/2020,BL   ,N,N,N
VEH ,5YJSA1H29FFP74243,PAS,EAST MEADOW    ,NY,11554,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4850,,,02/11/2017,03/18/2019,RD   ,N,N,N
VEH ,5YJSA1H29FFP73786,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/05/2017,03/17/2019,RD   ,N,N,N
VEH ,5YJSA1H29FFP73366,PAS,SPRING VALLEY  ,NY,10977,ROCKLAND    ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/23/2017,03/25/2019,GY   ,N,N,N
VEH ,5YJSA1H29FFP71858,PAS,BROOKLYN       ,NY,11209,KINGS       ,2015,TESLA,4DSD,ELECTRIC,4528,,,03/31/2017,04/30/2019,BL   ,N,N,N
VEH ,5YJSA1H29FFP70872,PAS,BOICEVILLE     ,NY,12412,ULSTER      ,2015,TESLA,4DSD,ELECTRIC,4740,,,09/22/2017,10/29/2019,WH   ,N,N,N
VEH ,5YJSA1H29FFP69771,PAS,MANHASSET      ,NY,11030,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4740,,,03/22/2017,03/06/2019,BL   ,N,N,N
VEH ,5YJSA1H29FFP69673,PAS,NEW YORK       ,NY,10012,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/17/2017,03/20/2019,GY   ,N,N,N
VEH ,5YJSA1H29FFP67616,PAS,ROCHESTER      ,NY,14610,MONROE      ,2015,TESLA,4DSD,ELECTRIC,4850,,,01/28/2017,02/06/2019,BK   ,N,N,N
VEH ,5YJSA1H29EFP65282,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4594,,,12/05/2017,02/25/2020,GY   ,N,N,N
VEH ,5YJSA1H28FF093586,PAS,NEW CITY       ,NY,10956,ROCKLAND    ,2015,TESLA,4DSD,ELECTRIC,4528,,,09/21/2018,10/21/2020,GY   ,N,N,N
VEH ,5YJSA1H28FF093278,PAS,WHITE PLAINS   ,NY,10601,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/23/2018,04/22/2020,BK   ,N,N,N
VEH ,5YJSA1H28FF090039,PAS,NEW YORK       ,NY,10023,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4528,,,03/20/2017,06/25/2019,WH   ,N,N,N
VEH ,5YJSA1H28FF089618,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,04/05/2017,04/27/2019,GY   ,N,N,N
VEH ,5YJSA1H28FF088730,PAS,PELHAM         ,NY,10803,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,10/18/2017,12/14/2019,BL   ,N,N,N
VEH ,5YJSA1H28FF085407,PAS,NEW YORK       ,NY,10021,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4528,,,09/14/2018,06/28/2019,BL   ,N,N,N
VEH ,5YJSA1H28FF084385,PAS,HARRISON       ,NY,10528,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,04/01/2018,06/13/2020,BK   ,N,N,N
VEH ,5YJSA1H28FF083608,PAS,STORMVILLE     ,NY,12582,DUTCHESS    ,2015,TESLA,4DSD,ELECTRIC,4528,,,03/28/2017,05/14/2019,WH   ,N,N,N
VEH ,5YJSA1H28FFP79756,PAS,MYRTLE BEACH   ,SC,29579,OUT-OF-STATE,2015,TESLA,4DSD,ELECTRIC,4740,,,04/14/2017,03/31/2019,RD   ,N,N,N
VEH ,5YJSA1H28FFP74749,PAS,ARDSLEY        ,NY,10502,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,03/27/2017,03/24/2019,WH   ,N,N,N
VEH ,5YJSA1H28FFP74623,PAS,ITHACA         ,NY,14850,TOMPKINS    ,2015,TESLA,4DSD,ELECTRIC,4930,,,06/01/2018,05/31/2020,GY   ,N,N,N
VEH ,5YJSA1H28FFP74573,PAS,STATEN ISLAND  ,NY,10314,RICHMOND    ,2015,TESLA,4DSD,ELECTRIC,4528,,,02/03/2018,04/29/2019,BL   ,N,N,N
VEH ,5YJSA1H28FFP72998,PAS,WHEATLEY HGTS  ,NY,11798,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4647,,,01/28/2017,01/27/2019,WH   ,N,N,N
VEH ,5YJSA1H28FFP71611,PAS,NEW YORK       ,NY,10014,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,01/02/2017,03/27/2019,BL   ,N,N,N
VEH ,5YJSA1H28FFP69955,PAS,BROOKLYN       ,NY,11222,KINGS       ,2015,TESLA,4DSD,ELECTRIC,4740,,,01/22/2017,03/05/2019,GY   ,N,N,N
VEH ,5YJSA1H28FFP69776,PAS,WESTBURY       ,NY,11590,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4740,,,07/13/2017,07/28/2019,BK   ,N,N,N
VEH ,5YJSA1H28FFP69762,PAS,PORT JEFFERSON ,NY,11777,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4594,,,05/01/2017,06/01/2019,BK   ,N,N,N
VEH ,5YJSA1H28FFP69678,PAS,KINGS PARK     ,NY,11754,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4740,,,03/09/2017,04/09/2019,GY   ,N,N,N
VEH ,5YJSA1H28EFP66746,PAS,NEW YORK       ,NY,10021,NEW YORK    ,2014,TESLA,4DSD,ELECTRIC,4850,,,01/26/2017,03/29/2019,BK   ,N,N,N
VEH ,5YJSA1H28EFP66441,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4850,,,10/18/2016,01/04/2019,GY   ,N,N,N
VEH ,5YJSA1H28EFP65161,PAS,NEW YORK       ,NY,10025,NEW YORK    ,2014,TESLA,4DSD,ELECTRIC,4850,,,05/04/2018,06/19/2020,BR   ,N,N,N
VEH ,5YJSA1H28EFP63958,PAS,HONEOYE FALLS  ,NY,14472,MONROE      ,2014,TESLA,4DSD,ELECTRIC,4850,,,01/20/2017,01/19/2019,WH   ,N,N,N
VEH ,5YJSA1H28EFP63359,PAS,HOPWELL JCTN   ,NY,12533,DUTCHESS    ,2014,TESLA,4DSD,ELECTRIC,4594,,,01/02/2017,12/23/2018,BL   ,N,N,N
VEH ,5YJSA1H27FF094292,PAS,MANHASSET      ,NY,11030,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4528,,,01/03/2017,03/20/2019,BK   ,N,N,N
VEH ,5YJSA1H27FF093594,PAS,OYSTER BAY     ,NY,11771,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4528,,,05/30/2017,08/04/2019,BK   ,N,N,N
VEH ,5YJSA1H27FF091098,PAS,EAST SETAUKET  ,NY,11733,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4528,,,01/24/2018,05/03/2019,BK   ,N,N,N
VEH ,5YJSA1H27FF084474,PAS,SUFFERN        ,NY,10901,ROCKLAND    ,2015,TESLA,4DSD,ELECTRIC,4528,,,04/13/2017,05/21/2019,BL   ,N,N,N
VEH ,5YJSA1H27FF082269,PAS,OSSINING       ,NY,10562,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,05/22/2018,08/12/2020,BL   ,N,N,N
VEH ,5YJSA1H27FF082062,PAS,ROCHESTER      ,NY,14607,MONROE      ,2015,TESLA,4DSD,ELECTRIC,4528,,,08/06/2017,10/17/2019,BL   ,N,N,N
VEH ,5YJSA1H27FF080280,PAS,PLEASANT VLY   ,NY,12569,DUTCHESS    ,2015,TESLA,4DSD,ELECTRIC,4528,,,04/30/2017,05/31/2019,GY   ,N,N,N
VEH ,5YJSA1H27FFP74886,PAS,OSSINING       ,NY,10562,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/09/2017,03/26/2019,GY   ,N,N,N
VEH ,5YJSA1H27FFP74743,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,12/29/2016,03/20/2019,BL   ,N,N,N
VEH ,5YJSA1H27FFP74693,PAS,LARCHMONT      ,NY,10538,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4790,,,02/07/2017,03/19/2019,GY   ,N,N,N
VEH ,5YJSA1H27FFP74516,PAS,ROSLYN         ,NY,11576,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4740,,,12/29/2016,03/30/2019,BL   ,N,N,N
VEH ,5YJSA1H27FFP73785,PAS,ALBANY         ,NY,12211,ALBANY      ,2015,TESLA,4DSD,ELECTRIC,4740,,,01/26/2017,03/17/2019,GY   ,N,N,N
VEH ,5YJSA1H27FFP73558,PAS,RICHMOND HILL  ,NY,11418,QUEENS      ,2015,TESLA,4DSD,ELECTRIC,4740,,,08/21/2018,09/29/2020,GY   ,N,N,N
VEH ,5YJSA1H27FFP73169,PAS,PELHAM         ,NY,10803,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,09/05/2017,10/30/2019,GY   ,N,N,N
VEH ,5YJSA1H27FFP69770,PAS,NEW YORK       ,NY,10011,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4740,,,10/04/2017,10/03/2019,GY   ,N,N,N
VEH ,5YJSA1H27FFP69073,PAS,ROCHESTER      ,NY,14610,MONROE      ,2015,TESLA,4DSD,ELECTRIC,4850,,,01/07/2017,02/27/2019,BL   ,N,N,N
VEH ,5YJSA1H27EFP66320,PAS,WILLIAMSVILLE  ,NY,14221,ERIE        ,2014,TESLA,4DSD,ELECTRIC,4850,,,11/05/2016,12/27/2018,BL   ,N,N,N
VEH ,5YJSA1H27EFP66043,PAS,MANHASSET      ,NY,11030,NASSAU      ,2014,TESLA,4DSD,ELECTRIC,4594,,,11/05/2016,12/29/2018,BL   ,N,N,N
VEH ,5YJSA1H27EFP64227,PAS,ITHACA         ,NY,14850,TOMPKINS    ,2014,TESLA,4DSD,ELECTRIC,4850,,,12/01/2016,12/23/2018,BL   ,N,N,N
VEH ,5YJSA1H27EFP64129,PAS,LLOYD NECK     ,NY,11743,SUFFOLK     ,2014,TESLA,4DSD,ELECTRIC,4850,,,11/30/2016,12/31/2018,GY   ,N,N,N
VEH ,5YJSA1H27EFP63739,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4594,,,11/22/2016,01/06/2019,RD   ,N,N,N
VEH ,5YJSA1H27EFP63255,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4594,,,03/08/2017,01/01/2019,BK   ,N,N,N
VEH ,5YJSA1H27EFP63241,PAS,RYE            ,NY,10580,WESTCHESTER ,2014,TESLA,4DSD,ELECTRIC,4850,,,11/07/2016,12/25/2018,GY   ,N,N,N
VEH ,5YJSA1H27EFP62736,PAS,LAKE SUCCESS   ,NY,11020,NASSAU      ,2014,TESLA,4DSD,ELECTRIC,4594,,,11/07/2016,12/29/2018,RD   ,N,N,N
VEH ,5YJSA1H26FF096020,PAS,NEW YORK       ,NY,10012,NEW YORK    ,2015,TESLA,4DSD,ELECTRIC,4528,,,06/08/2017,08/20/2019,BL   ,N,N,N
VEH ,5YJSA1H26FF095871,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,06/19/2017,08/14/2019,GY   ,N,N,N
VEH ,5YJSA1H26FF093571,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4528,,,06/26/2017,07/08/2019,GY   ,N,N,N
VEH ,5YJSA1H26FF091092,PAS,PURCHASE       ,NY,10577,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,07/26/2017,07/07/2019,RD   ,N,N,N
VEH ,5YJSA1H26FF080416,PAS,PLEASANT VLY   ,NY,12569,DUTCHESS    ,2015,TESLA,4DSD,ELECTRIC,4528,,,04/30/2017,05/31/2019,BL   ,N,N,N
VEH ,5YJSA1H26FFP78945,PAS,MAHOPAC        ,NY,10541,PUTNAM      ,2015,TESLA,4DSD,ELECTRIC,4528,,,07/15/2017,04/26/2019,WH   ,N,Y,N
VEH ,5YJSA1H26FFP78153,PAS,EASTCHESTER    ,NY,10709,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4930,,,05/05/2018,05/04/2020,RD   ,N,N,N
VEH ,5YJSA1H26FFP78024,PAS,NEW CITY       ,NY,10956,ROCKLAND    ,2015,TESLA,4DSD,ELECTRIC,4528,,,04/09/2017,05/12/2019,BK   ,N,N,N
VEH ,5YJSA1H26FFP77830,PAS,OLD WESTBURY   ,NY,11568,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4740,,,03/06/2017,04/17/2019,BK   ,N,N,N
VEH ,5YJSA1H26FFP77827,PAS,BROOKLYN       ,NY,11237,KINGS       ,2015,TESLA,4DSD,ELECTRIC,4528,,,02/27/2017,04/13/2019,BL   ,N,N,N
VEH ,5YJSA1H26FFP77570,PAS,PLEASANTVILLE  ,NY,10570,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4578,,,12/20/2016,01/25/2019,GY   ,N,N,N
VEH ,5YJSA1H26FFP74880,PAS,CHAPPAQUA      ,NY,10514,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,05/31/2018,08/18/2020,WH   ,N,N,N
VEH ,5YJSA1H26FFP74667,PAS,BEARSVILLE     ,NY,12409,ULSTER      ,2015,TESLA,4DSD,ELECTRIC,4740,,,04/04/2017,05/05/2019,WH   ,N,N,N
VEH ,5YJSA1H26FFP74636,PAS,BROOKLYN       ,NY,11214,KINGS       ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/09/2017,03/22/2019,RD   ,N,N,N
VEH ,5YJSA1H26FFP74605,PAS,NEW ROCHELLE   ,NY,10801,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4740,,,02/13/2017,03/30/2019,BL   ,N,N,N
VEH ,5YJSA1H26FFP73552,PAS,MAMARONECK     ,NY,10543,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4528,,,01/27/2017,04/02/2019,BL   ,N,N,N
